tulo/meno,momenttitaso,momenttinumerot,linkki,1.momentti,2.momentti,3.momentti,nimi,poistettava momentti,numero,Lib budjetti,Leikattavaa momentista,Liikennevalo,Perustelu,suhdeluku leikkauksiin,Leikkausten kategorisointi
meno,1,25.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/25.html,25. OIKEUSMINISTERIÖN HALLINNONALA,,,25. OIKEUSMINISTERIÖN HALLINNONALA,,1 242 950 000,1 263 139 300,20 189 300,Tärkeä / Tehokas,,"1,62%",
meno,2,25.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,,01. Ministeriö ja hallinto,,185 507 000,177 494 900,−8 012 100,Tärkeä / Tehokas,,"−4,32%",Hallinto
meno,3,25.01.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,01. Oikeusministeriön toimintamenot (siirtomääräraha 2 v),01. Oikeusministeriön toimintamenot (siirtomääräraha 2&nbsp;v),,23 606 000,21 245 400,−2 360 600,Liikkumavaraa,Tavoitteena on vähintään 10 % tehokkuuslisä työprosesseissa. Toiminnan tehokkuuden parantamisessa poistetaan työ- ja palveluprosesseista kaikki turhat työvaiheet. Asiakkaalle arvoa tuovien työvaiheiden ajallinen osuus kaikkiin työvaiheisiin käytettävästä ajasta on usein huomattavan pieni. ,"−10,00%",
meno,3,25.01.03.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/03/03.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,03. Oikeushallinnon erityisviranomaiset -viraston toimintamenot (siirtomääräraha 2 v),03. Oikeushallinnon erityisviranomaiset -viraston toimintamenot (siirtomääräraha 2&nbsp;v),,23 319 000,20 483 100,−2 835 900,Liikkumavaraa,Tavoitteena on vähintään 10 % tehokkuuslisä työprosesseissa. Lisäksi yhdistetään tasa-arvovaltuutetun ja yhdenvertaisuusvaltuutetun tehtävät. Kaikkien syrjintäkysymysten on luonnollista olla yhden erityisviranomaisen toimivallassa.,"−12,16%",
meno,3,25.01.05.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/05/05.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,05. Oikeusrekisterikeskuksen toimintamenot (siirtomääräraha 2 v),05. Oikeusrekisterikeskuksen toimintamenot (siirtomääräraha 2&nbsp;v),,8 588 000,7 299 800,−1 288 200,Liikkumavaraa,Tavoitteena on vähintään 20 % tehokkuuslisä rekisterin kuluissa. IT-hankkeita yksinkertaistamalla saadaan säästöjä.,"−15,00%",
meno,3,25.01.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/20/20.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,20. Erityismenot (arviomääräraha),20. Erityismenot (arviomääräraha),,13 943 000,13 943 000,0,Liikkumavaraa,"Oikeusministeriön erityismenot, momentti säilytetään ennallaan.","0,00%",
meno,3,25.01.21.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/21poistettava/21poistettava.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,21. Oikeusministeriön hallinnonalan tuottavuusmääräraha (siirtomääräraha 2 v),21. Oikeusministeriön hallinnonalan tuottavuusmääräraha (siirtomääräraha 2&nbsp;v),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,,"0,00%",
meno,3,25.01.22.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/22/22.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,22. Oikeusministeriön hallinnonalan ICT-kehittäminen (siirtomääräraha 2 v),22. Oikeusministeriön hallinnonalan ICT-kehittäminen (siirtomääräraha 2&nbsp;v),,19 470 000,19 470 000,0,Liikkumavaraa,Oikeusministeriön hallinnonalan tuottavuutta parantavien investointien ja hankkeiden maksamiseen tarkoitettu määräraha. Momentti säilytetään ennallaan.,"0,00%",
meno,3,25.01.27.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/27poistettava/27poistettava.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,27. Kuurojen totuus- ja sovintoprosessi (siirtomääräraha 3 v),27. Kuurojen totuus- ja sovintoprosessi (siirtomääräraha 3&nbsp;v),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,,"0,00%",
meno,3,25.01.29.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/29/29.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,29. Oikeusministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),29. Oikeusministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),,63 510 000,64 541 600,1 031 600,Tärkeä / Tehokas,"Oikeusministeriön ALV-menot, laskettu esitettyjen leikkausten suhteessa alkuperäiseen budjettiin pyöristettynä lähimpään 100 €.","1,62%",
meno,3,25.01.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/50/50.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,50. Avustukset (kiinteä määräraha),50. Avustukset (kiinteä määräraha),,13 614 000,11 055 000,−2 559 000,Liikkumavaraa,"Säilytetään avustukset saamelaisten kulttuuri-itsehallinnon ylläpitämiseen 4 895 000 €, sekä Avustukset rikosten uhrien tukipalveluja tuottaville yhteisöille 6 160 000 €. Leikataan muut avustukset 2 559 000 € joissa on mm. Julkisen sanan neuvoston tuki, koska median itsesäätelyelimen rahoitus valtion taholta on pahimmillaan vaarallista riippumattoman tiedonvälityksen vuoksi.","−18,80%",
meno,3,25.01.51.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/51/51.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,51. Eräät valtion maksamat korvaukset (arviomääräraha),51. Eräät valtion maksamat korvaukset (arviomääräraha),,19 000 000,19 000 000,0,Tärkeä / Tehokas,"Oikeusministeriön maksamia korvauksia, kuten rikosvahinkokorvauksia. Momentti säilytetään ennallaan.","0,00%",
meno,3,25.01.66.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/01/66/66.html,25. OIKEUSMINISTERIÖN HALLINNONALA,01. Ministeriö ja hallinto,66. Kansainväliset jäsenmaksut ja rahoitusosuudet (arviomääräraha),66. Kansainväliset jäsenmaksut ja rahoitusosuudet (arviomääräraha),,457 000,457 000,0,Tärkeä / Tehokas,"Ministeriön toimialaan liittyvien kansainvälisten järjestöjen jäsenmaksujen maksuun tarkoitettu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,2,25.10.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/10/10.html,25. OIKEUSMINISTERIÖN HALLINNONALA,10. Tuomioistuimet,,10. Tuomioistuimet,,378 280 000,423 380 000,45 100 000,Tärkeä / Tehokas,Tuomioistuimet ovat Suomessa ruuhkautuneet ja ihmisten oikeusturvan takaamiseksi on palkattava lisää henkilöstöä ratkomaan ja käsittelemään oikeusjuttuja.,"11,92%",Oikeuslaitos
meno,3,25.10.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/10/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,10. Tuomioistuimet,01. Korkeimman oikeuden toimintamenot (siirtomääräraha 2 v),01. Korkeimman oikeuden toimintamenot (siirtomääräraha 2&nbsp;v),,10 108 000,11 108 000,1 000 000,Tärkeä / Tehokas,"Korkeimman oikeuden toimintamenot. Valtion keskeinen funktio, johon on syytä panostaa nykyistä enemmän. Liberaalipuolue esittää 1 M€ eli noin 10 % lisämäärärahoja.","9,89%",
meno,3,25.10.02.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/10/02/02.html,25. OIKEUSMINISTERIÖN HALLINNONALA,10. Tuomioistuimet,02. Korkeimman hallinto-oikeuden toimintamenot (siirtomääräraha 2 v),02. Korkeimman hallinto-oikeuden toimintamenot (siirtomääräraha 2&nbsp;v),,14 420 000,15 920 000,1 500 000,Tärkeä / Tehokas,"Korkeimman hallinto-oikeuden toimintamenot. Valtion keskeinen funktio, johon on syytä panostaa nykyistä enemmän. Liberaalipuolue esittää 1,5 M€ eli noin 10 % lisämäärärahoja.","10,40%",
meno,3,25.10.03.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/10/03/03.html,25. OIKEUSMINISTERIÖN HALLINNONALA,10. Tuomioistuimet,03. Muiden tuomioistuinten toimintamenot (siirtomääräraha 2 v),03. Muiden tuomioistuinten toimintamenot (siirtomääräraha 2&nbsp;v),,353 752 000,388 752 000,35 000 000,Tärkeä / Tehokas,"Muiden tuomioistuinten toimintamenot. Valtion keskeinen funktio, johon on syytä panostaa nykyistä enemmän. Liberaalipuolue esittää 35 M€ eli noin 10 % lisämäärärahoja.","9,89%",
meno,3,25.10.lib.,,25. OIKEUSMINISTERIÖN HALLINNONALA,10. Tuomioistuimet,25.10.lib Rikosasioiden sovittelu Oikeusministeriölle - Valtion korvaus rikosasioiden sovittelun järjestämisen kustannuksiin (siirtomääräraha 3 v),,lib,,7 600 000,7 600 000,Tärkeä / Tehokas,"Rikosasioiden sovittelutoiminta kuuluu loogisemmin Oikeusministeriön hallinnonalaan eikä Sosiaali- ja Terveysministeriön alle, vaikka nykyisessä laissa oleva THL sen alaisuuteen kuuluukin. Siirretty STM momentista 33.60.64. Valtion korvaus rikosasioiden sovittelun järjestämisen kustannuksiin (siirtomääräraha 3 v) 7,6 M€ määrärahat.","0,00%",
meno,2,25.15.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/15/15.html,25. OIKEUSMINISTERIÖN HALLINNONALA,15. Oikeuspalvelut,,15. Oikeuspalvelut,,184 812 000,184 812 000,0,Tärkeä / Tehokas,,"0,00%",Oikeuslaitos
meno,3,25.15.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/15/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,15. Oikeuspalvelut,01. Oikeuspalveluviraston toimintamenot (siirtomääräraha 2 v),01. Oikeuspalveluviraston toimintamenot (siirtomääräraha 2&nbsp;v),,104 402 000,104 402 000,0,Tärkeä / Tehokas,"Oikeusapu kuuluu oikeusvaltion palveluihin, mikäli henkilöllä ei muuten ole varaa hakea oikeutta.","0,00%",
meno,3,25.15.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/15/50/50.html,25. OIKEUSMINISTERIÖN HALLINNONALA,15. Oikeuspalvelut,50. Yksityisille oikeusavustajille maksettavat korvaukset (arviomääräraha),50. Yksityisille oikeusavustajille maksettavat korvaukset (arviomääräraha),,80 410 000,80 410 000,0,Tärkeä / Tehokas,"Oikeusapu kuuluu oikeusvaltion palveluihin, mikäli henkilöllä ei muuten ole varaa hakea oikeutta.","0,00%",
meno,2,25.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/20/20.html,25. OIKEUSMINISTERIÖN HALLINNONALA,20. Ulosotto,,20. Ulosotto,,114 493 000,91 594 400,−22 898 600,Liikkumavaraa,,"−20,00%",Hallinto
meno,3,25.20.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/20/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,20. Ulosotto,01. Ulosottolaitoksen toimintamenot (siirtomääräraha 2 v),01. Ulosottolaitoksen toimintamenot (siirtomääräraha 2&nbsp;v),,114 493 000,91 594 400,−22 898 600,Liikkumavaraa,Ulosottolaitokselle ja konkurssiasiamiehen toimistolle esitetään 20 % tehokkuusparannusta.,"−20,00%",
meno,2,25.30.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/30/30.html,25. OIKEUSMINISTERIÖN HALLINNONALA,30. Syyttäjät,,30. Syyttäjät,,66 128 000,72 128 000,6 000 000,Tärkeä / Tehokas,,"9,07%",Oikeuslaitos
meno,3,25.30.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/30/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,30. Syyttäjät,01. Syyttäjälaitoksen toimintamenot (siirtomääräraha 2 v),01. Syyttäjälaitoksen toimintamenot (siirtomääräraha 2&nbsp;v),,66 128 000,72 128 000,6 000 000,Tärkeä / Tehokas,"Oikeudenkäyttö on valtion keskeinen toiminto, johon on syytä panostaa lisää. Liberaalipuolue nostaisi määrärahaa 6 M€.","9,07%",
meno,2,25.40.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/40/40.html,25. OIKEUSMINISTERIÖN HALLINNONALA,40. Rangaistusten täytäntöönpano,,40. Rangaistusten täytäntöönpano,,310 056 000,310 056 000,0,Tärkeä / Tehokas,,"0,00%",Oikeuslaitos
meno,3,25.40.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/40/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,40. Rangaistusten täytäntöönpano,01. Rikosseuraamuslaitoksen toimintamenot (siirtomääräraha 2 v),01. Rikosseuraamuslaitoksen toimintamenot (siirtomääräraha 2&nbsp;v),,310 056 000,310 056 000,0,Tärkeä / Tehokas,"Vankiloiden, avolaitosten jne. menot säilytetään ennallaan. Suomessa on syytä laskea vankilapaikan kustannusta keskitetymmällä toiminnalla.","0,00%",
meno,2,25.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/50/50.html,25. OIKEUSMINISTERIÖN HALLINNONALA,50. Vaalimenot,,50. Vaalimenot,,3 674 000,3 674 000,0,Tärkeä / Tehokas,,"0,00%",Hallinto
meno,3,25.50.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/50/01/01.html,25. OIKEUSMINISTERIÖN HALLINNONALA,50. Vaalimenot,01. Vaalipiirilautakuntien toimintamenot (siirtomääräraha 2 v),01. Vaalipiirilautakuntien toimintamenot (siirtomääräraha 2&nbsp;v),,100 000,100 000,0,Tärkeä / Tehokas,,"0,00%",
meno,3,25.50.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/25/50/20/20.html,25. OIKEUSMINISTERIÖN HALLINNONALA,50. Vaalimenot,20. Vaalimenot (arviomääräraha),20. Vaalimenot (arviomääräraha),,3 574 000,3 574 000,0,Tärkeä / Tehokas,Vaalien järjestäminen on luonnollisesti demokraattisen maan keskeisimpiä tehtäviä. Määräraha säilytetään ennallaan.,"0,00%",
meno,1,26.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/26.html,26. SISÄMINISTERIÖN HALLINNONALA,,,26. SISÄMINISTERIÖN HALLINNONALA,,2 090 104 000,2 088 248 600,−1 855 400,Tärkeä / Tehokas,,"−0,09%",
meno,2,26.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,,01. Hallinto,,336 747 000,334 891 600,−1 855 400,Liikkumavaraa,,"−0,55%",Hallinto
meno,3,26.01.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,01. Sisäministeriön toimintamenot (siirtomääräraha 2 v),01. Sisäministeriön toimintamenot (siirtomääräraha 2&nbsp;v),,18 040 000,15 334 000,−2 706 000,Liikkumavaraa,"Sisäministeriön toimintamenoihin esitetään 15 % leikkausta. Menojen leikkaus saavutetaan karsimalla ja priorisoimalla hallinnonalan työtehtäviä, sekä leikkaamalla julkisen sektorin lomista.","−15,00%",
meno,3,26.01.04.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/04/04.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,04. Kriisinhallintakeskuksen toimintamenot (siirtomääräraha 2 v),04. Kriisinhallintakeskuksen toimintamenot (siirtomääräraha 2&nbsp;v),,2 190 000,2 190 000,0,Tärkeä / Tehokas,"Kriisinhallintakeskuksen kotimaan toimintamenot, momentti säilytetään ennallaan. Siviilikriisinhallintatehtäviin ja vaalitarkkailutehtäviin annettavaa koulutusta.","0,00%",
meno,3,26.01.23.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/23/23.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,23. EU:n pelastuspalvelumekanismi lääkinnällisten materiaalien CBRN-varastointi (siirtomääräraha 2 v),23. EU:n pelastuspalvelumekanismi lääkinnällisten materiaalien CBRN-varastointi (siirtomääräraha 2&nbsp;v),,8 522 000,8 522 000,0,Tärkeä / Tehokas,Valtion kovaa ydintä on valmistautua kriiseihin kansalaisten puolesta. Tässä sitä tehdään unionin tasolla.,"0,00%",
meno,3,26.01.25.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/25/25.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,25. Öljy- ja kemikaalivahinkojen torjunta (siirtomääräraha 3 v),25. Öljy- ja kemikaalivahinkojen torjunta (siirtomääräraha 3&nbsp;v),,5 500 000,6 500 000,1 000 000,Tärkeä / Tehokas,Korotetaan määrärahaa Venäjän varjolaivastosta johtuviin öljyvahinkoriskeihin varautumiseksi,"18,18%",
meno,3,26.01.26.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/26/26.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,26. EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan ohjelmakaudella 2021—2027 (siirtomääräraha 3 v),26. EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan ohjelmakaudella 2021—2027 (siirtomääräraha 3&nbsp;v),,104 410 000,104 410 000,0,Tärkeä / Tehokas,,"0,00%",
meno,3,26.01.27.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/27/27.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,27. EU:n pelastuspalvelumekanismi CBRN-varastointi (siirtomääräraha 2 v),27. EU:n pelastuspalvelumekanismi CBRN-varastointi (siirtomääräraha 2&nbsp;v),,24 905 000,24 905 000,0,Tärkeä / Tehokas,Valtion kovaa ydintä on valmistautua kriiseihin kansalaisten puolesta. Tässä sitä tehdään unionin tasolla.,"0,00%",
meno,3,26.01.29.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/29/29.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,29. Sisäministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),29. Sisäministeriön hallinnonalan arvonlisäveromenot (arviomääräraha),,168 300 000,168 150 600,−149 400,Tärkeä / Tehokas,Sisäministeriön hallinnonalan arvonlisäveromenot laskettu leikkausten suhteessa alkuperäiseen budjettiin.,"−0,09%",
meno,3,26.01.50.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/50/50.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,50. Eräät avustukset (siirtomääräraha 2 v),50. Eräät avustukset (siirtomääräraha 2&nbsp;v),,3 780 000,3 780 000,0,Tärkeä / Tehokas,"Sisäministeriön myöntämiä avustuksia Suomen meripelastusseuralle, Ålands Sjöräddningssällskapille, Helsingin kaupungissa tehtävään pelastajakoulutukseen, sekä poliisin todistajansuojeluohjelmalle sopeutumisavustukseen. Momentti säilytetään ennallaan.","0,00%",
meno,3,26.01.51.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/51poistettava/51poistettava.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,51. Eräät investointiavustukset (siirtomääräraha 2 v),51. Eräät investointiavustukset (siirtomääräraha 2&nbsp;v),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,Poistuva momentti hallituksen esityksessä.,"0,00%",
meno,3,26.01.66.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/01/66/66.html,26. SISÄMINISTERIÖN HALLINNONALA,01. Hallinto,66. Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille (arviomääräraha),66. Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille (arviomääräraha),,1 100 000,1 100 000,0,Tärkeä / Tehokas,"Eräiden kansainvälisten järjestöjen (mm. Interpol) jäsenmaksujen sekä maksuosuuksien maksuun varattu määräraha, momentti säilytetään ennallaan.","0,00%",
meno,2,26.10.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/10/10.html,26. SISÄMINISTERIÖN HALLINNONALA,10. Poliisitoimi,,10. Poliisitoimi,,1 097 008 000,1 097 008 000,0,Tärkeä / Tehokas,,"0,00%",Tärkeät
meno,3,26.10.01.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/26/10/01/01.html,26. SISÄMINISTERIÖN HALLINNONALA,10. Poliisitoimi,01. Poliisitoimen toimintamenot (siirtomääräraha 2 v),01. Poliisitoimen toimintamenot (siirtomääräraha 2&nbsp;v),,1 019 807 000,1 019 807 000,0,Tärkeä / Tehokas,"Poliisitoimen toimintamenot, momentti säilytetään ennallaan.","0,00%",
