source_id,institution,year,gdp_volume_change_pct,is_national_official,is_beyond_national_actual,vintage_label,vintage_date,source_url,fetched_at
oecd_economic_outlook,OECD,1979,6.72,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1980,5.09,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1981,1.27,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1982,3.1,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1983,3.07,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1984,2.99,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1985,3.23,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1986,2.75,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1987,3.62,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1988,5.15,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1989,5.42,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1990,0.14,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1991,-5.88,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1992,-3.31,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1993,-0.78,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1994,3.97,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1995,4.23,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1996,3.66,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1997,6.4,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1998,5.45,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,1999,4.39,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2000,5.75,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2001,2.64,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2002,1.69,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2003,2.01,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2004,4.01,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2005,2.78,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2006,4.02,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2007,5.31,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2008,0.79,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2009,-8.08,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2010,3.17,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2011,2.39,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2012,-1.52,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2013,-0.98,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2014,-0.48,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2015,0.47,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2016,2.57,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2017,3.3,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
oecd_economic_outlook,OECD,2018,1.19,False,False,Economic Outlook 119,2026-08-22,"https://sdmx.oecd.org/public/rest/data/OECD.ECO.MAD,DSD_EO@DF_EO/FIN.GDPV_ANNPCT.A",2026-08-22T20:22:38Z
