series_id,year,period,value,unit,period_basis,source_id,source_url,source_table_title
gdp_current_prices_meur,2006,2006,172861.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2007,2007,187059.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2008,2008,194253.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2009,2009,181735.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2010,2010,188147.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2011,2011,197655.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2012,2012,200378.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2013,2013,203497.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2014,2014,205855.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2015,2015,210192.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2016,2016,215717.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2017,2017,224706.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2018,2018,231905.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2019,2019,238518.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2020,2020,236387.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
